Glottocode,Name,Top-level family,ISO-639-3,Macro-area,Child dialects,Latitude,Longitude
dier1241,Dieri,Pama-Nyungan,dif,Australia,2,-28.17,138.00
diga1241,Tawra,Sino-Tibetan,mhu,Eurasia,0,28.50,96.88
digo1242,Digor Ossetian,Indo-European,,Eurasia,5,43.16,44.16
digo1243,Digo,Atlantic-Congo,dig,Africa,0,-4.62,39.18
diii1241,Dii,Atlantic-Congo,dur,Africa,9,7.77,13.99
diji1241,Dijim-Bwilim,Atlantic-Congo,cfa,Africa,2,9.68,11.52
dill1242,Dilling,Nubian,dil,Africa,2,12.03,29.61
dima1246,Dima-Bottego,Unclassifiable,,Africa,0,,
dima1251,Dimasa,Sino-Tibetan,dis,Eurasia,2,25.42,93.18
dima1252,Dima,Dagan,jma,Papunesia,0,-9.70,149.60
dimb1238,Dimbong,Atlantic-Congo,dii,Africa,0,4.81,10.99
dime1235,Dime,South Omotic,dim,Africa,0,6.21,36.33
dimi1244,Gavak,Nuclear Trans New Guinea,dmc,Papunesia,0,-4.83,145.68
diml1238,Dimli,Indo-European,diq,Eurasia,5,38.61,39.64
ding1239,Ding,Atlantic-Congo,diz,Africa,2,-4.44,19.39
diod1237,Diodio,Austronesian,ddi,Papunesia,4,-9.39,150.17
dira1242,Dirasha,Afro-Asiatic,gdl,Africa,0,5.60,37.40
diri1252,Diriku-Shambyu,Atlantic-Congo,diu,Africa,2,-18.17,20.67
diri1253,Jirim,Atlantic-Congo,dir,Africa,0,8.36,11.05
diri1259,Diri,Afro-Asiatic,dwa,Africa,0,11.17,9.32
disa1239,Dissa-Canton Mufa,Central Sudanic,dsi,Africa,0,10.32,19.22
dita1238,Ditammari,Atlantic-Congo,tbz,Africa,2,10.16,1.18
diti1235,Ditidaht,Wakashan,dtd,North America,0,48.67,-124.75
diuw1238,Diuwe,Nuclear Trans New Guinea,diy,Papunesia,0,-5.13,139.46
diux1235,Diuxi-Tilantongo Mixtec,Otomanguean,xtd,North America,0,17.36,-97.39
dixo1238,Dixon Reef,Austronesian,dix,Papunesia,0,-16.33,167.52
dizi1235,Dizin,Dizoid,mdx,Africa,0,6.14,35.58
djam1255,Jaminjung-Ngaliwurru,Mirndi,djd,Australia,2,-15.06,130.06
djam1256,Djambarrpuyngu,Pama-Nyungan,djr,Australia,0,-12.02,135.59
djan1238,Djangun,Pama-Nyungan,djf,Australia,0,-16.91,144.93
djau1244,Jawoyn,Gunwinyguan,djn,Australia,0,-14.14,133.00
djaw1238,Djawi,Nyulnyulan,djw,Australia,0,-16.42,123.19
djee1236,Djeebbana,Maningrida,djj,Australia,0,-12.01,134.10
djeo1235,Djeoromitxí,Nuclear-Macro-Je,jbt,South America,0,-12.04,-64.67
djim1235,Djimini Senoufo,Atlantic-Congo,dyi,Africa,5,8.36,-4.46
djin1251,Jingulu,Mirndi,jig,Australia,0,-17.16,133.66
djin1252,Djinba,Pama-Nyungan,djb,Australia,3,-12.93,134.97
djin1253,Djinang,Pama-Nyungan,dji,Australia,6,-12.46,134.82
djiw1241,Djiwarli,Pama-Nyungan,dze,Australia,0,-24.11,116.99
dobe1238,Dobel,Austronesian,kvo,Papunesia,3,-6.33,134.64
dobu1241,Dobu,Austronesian,dob,Papunesia,5,-9.63,150.82
doee1238,Doe,Atlantic-Congo,doe,Africa,0,-6.26,38.49
doga1238,Doga,Austronesian,dgg,Papunesia,0,-9.64,149.84
dogh1241,Doghoro,Nuclear Trans New Guinea,dgx,Papunesia,0,-9.14,148.77
dogo1294,Dogoso,Atlantic-Congo,dgs,Africa,0,10.05,-4.36
dogo1295,Dogosé,Atlantic-Congo,dos,Africa,6,10.19,-4.15
dogr1250,Dogri,Indo-European,dgo,Eurasia,5,32.55,75.71
dogr1252,Dogrib,Athabaskan-Eyak-Tlingit,dgr,North America,0,63.17,-117.25
dogu1235,Dogul Dom Dogon,Dogon,dbg,Africa,0,14.59,-3.57
doka1242,Ejuele,Atlantic-Congo,dbi,Africa,0,10.23,7.96
doko1243,Deko-Dusanga,Atlantic-Congo,uya,Africa,0,5.40,8.27
dolg1241,Dolgan,Turkic,dlg,Eurasia,0,71.11,94.29
dolp1239,Dolpo,Sino-Tibetan,dre,Eurasia,0,29.20,83.29
doma1258,Domari,Indo-European,rmt,Eurasia,9,32.00,35.00
doma1260,Domaaki,Indo-European,dmk,Eurasia,2,36.33,74.80
domb1246,Toka-Leya-Dombe,Atlantic-Congo,dov,Africa,5,-18.37,26.50
domi1236,Dominican Sign Language,Sign Language,doq,North America,0,18.88,-71.17
domm1246,Dom,Nuclear Trans New Guinea,doa,Papunesia,2,-6.04,144.90
domp1238,Dompo,Atlantic-Congo,doy,Africa,0,8.18,-2.29
domu1245,Domu,Mailuan,dof,Papunesia,0,-10.15,148.45
domu1246,Domung,Nuclear Trans New Guinea,dev,Papunesia,0,-5.82,146.68
dond1249,Dondo,Austronesian,dok,Papunesia,0,0.80,120.71
dong1285,Dongxiang,Mongolic-Khitan,sce,Eurasia,3,35.66,103.39
dong1286,Dongshanba Lalo,Sino-Tibetan,yik,Eurasia,0,25.43,100.18
dong1290,Dongo,Atlantic-Congo,doo,Africa,0,2.97,29.96
dong1293,Dong,Atlantic-Congo,doh,Africa,0,8.64,11.99
dong1294,Dongotono,Nilotic,ddd,Africa,0,4.43,33.24
dong1296,Dongo Kresh,Kresh-Aja,,Africa,0,10.00,24.60
dong1304,Dongna,Sino-Tibetan,,Eurasia,2,39.48,98.54
donn1239,Donno So Dogon,Dogon,dds,Africa,0,14.34,-3.51
doon1238,Doondo,Atlantic-Congo,dde,Africa,0,-4.30,13.56
dora1242,Dorasque,Chibchan,,North America,0,8.57,-82.38
dori1246,Dori'o,Austronesian,dor,Papunesia,0,-9.12,160.90
doro1266,Doromu-Koki,Manubaran,kqc,Papunesia,3,-9.57,147.99
doro1267,Dororo,Bookkeeping,drr,Papunesia,0,-8.31,157.77
dorz1235,Dorze,Ta-Ne-Omotic,doz,Africa,0,6.25,37.56
doso1239,Doso,Doso-Turumsa,dol,Papunesia,0,-7.86,142.66
doty1234,Dotyali,Indo-European,dty,Eurasia,0,29.24,80.73
doue1234,Douentza Sign Language,Sign Language,,Africa,0,15.01,-2.96
dout1240,Doutai,Lakes Plain,tds,Papunesia,0,-3.25,138.22
douz1234,Douz Sign Language,Sign Language,,Africa,0,33.45,9.02
doya1240,Doyayo,Atlantic-Congo,dow,Africa,3,8.69,13.08
drag1234,Drag-yab,Sino-Tibetan,,Eurasia,0,30.51,98.08
dree1234,Dre,Yam,,Papunesia,0,-8.50,141.68
drun1238,Drung,Sino-Tibetan,duu,Eurasia,2,28.01,98.49
dual1243,Duala,Atlantic-Congo,dua,Africa,4,4.10,9.62
duan1242,Duano,Austronesian,dup,Papunesia,0,0.72,103.47
duau1237,Duau,Austronesian,dva,Papunesia,5,-10.19,151.22
dubl1239,Dubli,Indo-European,dub,Eurasia,0,21.52,73.22
dubu1240,Dubu,Pauwasi,dmu,Papunesia,0,-3.63,140.77
dudu1240,Duduela,Nuclear Trans New Guinea,duk,Papunesia,0,-5.43,145.64
dugu1248,Dugun,Atlantic-Congo,ndu,Africa,2,8.39,13.40
dugu1249,Duguri,Atlantic-Congo,dbm,Africa,4,10.05,10.21
dugw1239,Dugwor,Afro-Asiatic,dme,Africa,1,10.75,14.21
duhw1236,Duhwa,Afro-Asiatic,kbz,Africa,0,9.33,8.78
duit1239,Duit,Chibchan,,South America,0,5.79,-73.02
duke1237,Duke,Austronesian,nke,Papunesia,0,-7.98,157.06
dulb1238,Dulbu,Atlantic-Congo,dbo,Africa,0,10.19,9.95
duli1241,Duli-Gewe,Atlantic-Congo,duz,Africa,0,9.11,13.42
duma1253,Duma,Atlantic-Congo,dma,Africa,0,-0.92,13.00
dumb1241,Dumbea,Austronesian,duf,Papunesia,3,-22.09,166.53
dume1236,Dume,Bookkeeping,,Africa,0,,
dumi1241,Dumi,Sino-Tibetan,dus,Eurasia,4,27.46,86.76
dump1242,Dumpas,Austronesian,dmv,Papunesia,0,5.93,117.42
dump1243,Dumpu,Nuclear Trans New Guinea,wtf,Papunesia,0,-5.82,145.66
dumu1246,Dumun,Nuclear Trans New Guinea,dui,Papunesia,0,-5.55,146.08
duna1248,Duna,,duc,Papunesia,0,-5.41,142.47
dung1251,Dungra Bhil,Indo-European,duh,Eurasia,0,22.31,73.19
dung1252,Dungmali,Sino-Tibetan,raa,Eurasia,1,26.98,87.33
dung1253,Dungan,Sino-Tibetan,dng,Eurasia,3,42.73,76.84
dung1254,Dungu,Unattested,dbv,Africa,0,10.50,8.20
dupa1235,Dupaninan Agta,Austronesian,duo,Papunesia,11,17.37,122.19
dura1244,Dura,Sino-Tibetan,drq,Eurasia,0,28.17,84.44
duri1242,Duri,Austronesian,mvp,Papunesia,2,-3.37,119.87
duri1243,Duriankere,Inanwatan,dbn,Papunesia,0,-1.35,130.96
duru1236,Duruwa,Dravidian,pci,Eurasia,4,19.05,82.49
duru1249,Duruma,Atlantic-Congo,dug,Africa,0,-4.10,39.32
dusn1237,Dusner,Austronesian,dsn,Papunesia,0,-2.74,134.39
dusu1267,Dusun Witu,Austronesian,duw,Papunesia,2,-1.57,114.98
dusu1269,Dusun Malang,Austronesian,duq,Papunesia,2,-0.85,115.39
dusu1271,Dusun Deyah,Austronesian,dun,Papunesia,0,-1.96,115.58
dutc1253,Dutch Sign Language,Sign Language,dse,Eurasia,0,52.13,4.91
dutc1256,Dutch,Indo-European,nld,Eurasia,17,52.00,5.00
dutt1234,Dutton World Speedwords,Artificial Language,dws,Eurasia,0,,
duun1242,Duungooma,Mande,dux,Africa,0,10.92,-5.86
duup1238,Duupa,Atlantic-Congo,dae,Africa,0,8.55,13.45
duvl1238,Duvle-Wano-Pidgin,Pidgin,,Papunesia,0,-3.01,138.20
duvl1242,Duvle,Lakes Plain,duv,Papunesia,2,-3.22,137.96
duwa1244,Duwai,Afro-Asiatic,dbp,Africa,0,12.80,11.34
duwe1237,Duwet,Austronesian,gve,Papunesia,0,-6.46,146.84
dwan1238,Dwang,Atlantic-Congo,nnu,Africa,3,7.71,-0.43
dyaa1242,Dyaabugay,Pama-Nyungan,dyy,Australia,3,-16.60,145.39
dyab1238,Dyaberdyaber,Nyulnyulan,dyb,Australia,0,-17.19,122.52
dyan1250,Dyangadi,Pama-Nyungan,dyn,Australia,0,-30.85,152.60
dyan1251,Dyan,Atlantic-Congo,dya,Africa,1,10.83,-3.59
dyar1234,Dyarim,Afro-Asiatic,dyr,Africa,0,10.03,9.06
dyir1250,Dyirbal,Pama-Nyungan,dbl,Australia,5,-17.45,145.54
dyug1238,Dyugun,Nyulnyulan,dyd,Australia,0,-17.91,122.41
dyul1238,Dyula,Mande,dyu,Africa,3,10.45,-4.72
dzaa1238,Dza,Atlantic-Congo,jen,Africa,3,9.27,11.39
dzal1238,Dzalakha,Sino-Tibetan,dzl,Eurasia,1,27.79,91.37
dzan1238,Dzando,Atlantic-Congo,dzn,Africa,4,2.24,19.00
dzao1238,Dzao Min,Hmong-Mien,bpn,Eurasia,0,24.98,112.33
dzod1238,Dzodinka,Atlantic-Congo,add,Africa,0,6.89,10.76
dzon1239,Dzongkha,Sino-Tibetan,dzo,Eurasia,3,27.41,89.58
dzuu1241,Dzùùngoo,Mande,dnn,Africa,2,11.38,-4.92
earl1245,Early East African Pidgin Arabic,Pidgin,,Africa,0,,
east1236,Eastern Katu,Austroasiatic,ktv,Eurasia,0,15.86,107.64
east1472,Eastern Keres,Keresan,kee,North America,5,35.52,-106.45
east2290,Eastphalian,Indo-European,,Eurasia,4,52.12,10.01
east2295,Eastern Yiddish,Indo-European,ydd,Eurasia,12,51.75,19.42
east2303,Archaic Finnish Swedish,Indo-European,,Eurasia,4,62.48,21.35
east2304,Eastern Balochi,Indo-European,bgp,Eurasia,6,28.00,62.00
east2328,Eastern Mari,Uralic,mhr,Eurasia,1,55.83,48.41
east2330,Eastern Lawa,Austroasiatic,lwl,Eurasia,1,19.01,98.76
east2332,Eastern Bru,Austroasiatic,bru,Eurasia,4,17.13,105.67
east2333,Eastern Mnong,Austroasiatic,mng,Eurasia,4,12.39,108.35
east2337,East Yugur,Mongolic-Khitan,yuy,Eurasia,0,38.84,99.62
east2340,Eastern Muria,Dravidian,emu,Eurasia,2,20.14,80.89
east2342,Eastern Kayah,Sino-Tibetan,eky,Eurasia,0,19.89,98.34
east2346,Eastern Gorkha Tamang,Sino-Tibetan,tge,Eurasia,2,28.22,84.95
east2347,Eastern Tamang,Sino-Tibetan,taj,Eurasia,2,27.32,87.08
east2349,North-Central Nisu,Sino-Tibetan,nos,Eurasia,0,23.98,102.69
east2351,Eastern Muya,Sino-Tibetan,emq,Eurasia,0,29.23,102.17
east2352,Eastern Magar,Sino-Tibetan,mgp,Eurasia,0,27.41,87.06
east2354,Eastern Parbate Kham,Sino-Tibetan,kif,Eurasia,1,28.53,82.95
east2357,Eastern Mewahang,Sino-Tibetan,emg,Eurasia,3,27.51,87.11
east2363,Eastern Hongshuihe Zhuang,Tai-Kadai,zeh,Eurasia,0,23.70,109.00
east2370,Eastern Qiandong Miao,Hmong-Mien,hmq,Eurasia,0,26.50,109.05
east2371,Eastern Xiangxi Miao,Hmong-Mien,muq,Eurasia,0,28.73,109.76
east2372,Eastern Huishui Hmong,Hmong-Mien,hme,Eurasia,0,25.99,106.83
east2379,Eastern Arrernte,Pama-Nyungan,aer,Australia,4,-23.36,135.05
east2387,East Limba,Atlantic-Congo,lma,Africa,2,9.71,-11.75
east2390,Eastern Xwla Gbe,Atlantic-Congo,gbx,Africa,0,6.38,2.55
east2398,Eastern Karaboro,Atlantic-Congo,xrb,Africa,0,10.50,-4.52
east2403,Eastern Acipa,Atlantic-Congo,acp,Africa,1,10.71,6.01
east2409,East Nyala,Atlantic-Congo,nle,Africa,0,0.38,34.66
east2414,Konobo-Eastern Krahn,Kru,kqo,Africa,4,5.84,-7.85
east2426,Eastern Maninkakan,Mande,emk,Africa,4,9.33,-10.54
east2440,East Makian,Austronesian,mky,Papunesia,2,0.07,127.42
east2443,East Ambae,Austronesian,omb,Papunesia,3,-15.35,167.89
east2447,East Futuna,Austronesian,fud,Papunesia,0,-14.28,-178.14
east2462,East Masela,Austronesian,vme,Papunesia,0,-8.13,129.87
east2465,East Tarangan,Austronesian,tre,Papunesia,0,-6.76,134.29
east2472,East Damar,Austronesian,dmr,Papunesia,0,-7.17,128.64
east2482,Eastern Tawbuid,Austronesian,bnj,Papunesia,0,12.90,121.18
east2485,Eastern Penan,Austronesian,pez,Papunesia,1,4.59,114.58
east2486,East Berawan,Austronesian,zbe,Papunesia,0,3.96,114.61
east2516,East Kewa,Nuclear Trans New Guinea,kjs,Papunesia,0,-6.33,143.93
east2534,Eastern Canadian Inuktitut,Eskimo-Aleut,ike,North America,12,62.17,-75.61
east2538,Eastern Huasteca Nahuatl,Uto-Aztecan,nhe,North America,1,21.06,-97.91
east2542,Eastern Ojibwa,Algic,ojg,North America,0,45.01,-79.75
east2544,Eastern Abenaki,Algic,aaq,North America,1,45.01,-68.66
east2545,Eastern Pomo,Pomoan,peb,North America,0,38.56,-122.59
east2551,Eastern Apurímac Quechua,Quechuan,qve,South America,3,-14.18,-72.67
east2555,Eastern Bolivian Guaraní,Tupian,gui,South America,3,-20.42,-63.37
east2556,Eastern Highland Otomi,Otomanguean,otm,North America,0,20.60,-98.10
east2558,Eastern Highland Chatino,Otomanguean,cly,North America,0,16.24,-97.15
east2563,Eastern Cham,Austronesian,cjm,Eurasia,0,11.29,108.49
east2652,Eastern Oromo,Afro-Asiatic,hae,Africa,4,8.67,41.44
east2690,Eastern Egyptian Bedawi Arabic,Afro-Asiatic,avl,Eurasia,4,29.67,33.61
east2694,Eastern Subanen,Austronesian,sfe,Papunesia,0,8.25,123.52
east2695,Eastern Durango Nahuatl,Uto-Aztecan,azd,North America,0,22.68,-104.63
east2696,Eastern Lalu,Sino-Tibetan,yit,Eurasia,0,23.59,101.55
